before_path,after_path,category,action,protected,before_hash,after_hash
trajectories/overnight_push/thin_vein_cascade/shard_1/sonnet/M349_four_meals_for_five_people__0__cef308db.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_1/sonnet/M349_four_meals_for_five_people__0__cef308db.jsonl,5. trajectory/results/evidence,KEEP,no,fef902c83f5ae7bbb638994f71d24d55511321c9,fef902c83f5ae7bbb638994f71d24d55511321c9
trajectories/overnight_push/thin_vein_cascade/shard_1/sonnet/M349_four_meals_for_five_people__1__6bceeff3.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_1/sonnet/M349_four_meals_for_five_people__1__6bceeff3.jsonl,5. trajectory/results/evidence,KEEP,no,763814b51ad39c7fec2ff763411f4dd88371aa8d,763814b51ad39c7fec2ff763411f4dd88371aa8d
trajectories/overnight_push/thin_vein_cascade/shard_1/sonnet/M349_four_meals_for_five_people__2__dd8f8f01.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_1/sonnet/M349_four_meals_for_five_people__2__dd8f8f01.jsonl,5. trajectory/results/evidence,KEEP,no,b30d1682ac377ef6023bc4d3f7ee5e63f435ba37,b30d1682ac377ef6023bc4d3f7ee5e63f435ba37
trajectories/overnight_push/thin_vein_cascade/shard_1/sonnet/_report.json,trajectories/overnight_push/thin_vein_cascade/shard_1/sonnet/_report.json,5. trajectory/results/evidence,KEEP,no,650ee4a1b933a567178df0e4b597394111d5780a,650ee4a1b933a567178df0e4b597394111d5780a
trajectories/overnight_push/thin_vein_cascade/shard_2/cascade_v2_report.json,trajectories/overnight_push/thin_vein_cascade/shard_2/cascade_v2_report.json,5. trajectory/results/evidence,KEEP,no,ba547e4e4f1f5614de70c1bf030e83c55ccf60b2,ba547e4e4f1f5614de70c1bf030e83c55ccf60b2
trajectories/overnight_push/thin_vein_cascade/shard_2/coverage_matrix_v2.csv,trajectories/overnight_push/thin_vein_cascade/shard_2/coverage_matrix_v2.csv,5. trajectory/results/evidence,KEEP,no,cfa61ebd37d009e0ebc85b0e0eb11e96d1e4a0be,cfa61ebd37d009e0ebc85b0e0eb11e96d1e4a0be
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/FAILURE_MODES_REPORT.md,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,a27d2cb9d4b50d9d9b719e73bbb657d81ff333ce,a27d2cb9d4b50d9d9b719e73bbb657d81ff333ce
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/M344_latest_rsvp_selects_package__0__34feaf5c.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/M344_latest_rsvp_selects_package__0__34feaf5c.jsonl,5. trajectory/results/evidence,KEEP,no,c2e6ec28b80e33f07c7dae468517c06aa23a2e80,c2e6ec28b80e33f07c7dae468517c06aa23a2e80
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/M344_latest_rsvp_selects_package__1__bd6112b8.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/M344_latest_rsvp_selects_package__1__bd6112b8.jsonl,5. trajectory/results/evidence,KEEP,no,699a6eacc78950146bdff282d0194a4b8d82f39a,699a6eacc78950146bdff282d0194a4b8d82f39a
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/M344_latest_rsvp_selects_package__2__ae5007df.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/M344_latest_rsvp_selects_package__2__ae5007df.jsonl,5. trajectory/results/evidence,KEEP,no,e7feb197d0b7c3b9e2ec6feacd401c048f343aa3,e7feb197d0b7c3b9e2ec6feacd401c048f343aa3
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/_report.json,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.1/_report.json,5. trajectory/results/evidence,KEEP,no,c4b0171e7959bf6aefd9ba3a10ecb6d765b981ec,c4b0171e7959bf6aefd9ba3a10ecb6d765b981ec
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/FAILURE_MODES_REPORT.md,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,d2475455709801dd983fe0d2333611df0ee1927a,d2475455709801dd983fe0d2333611df0ee1927a
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/M344_latest_rsvp_selects_package__0__e8957c5f.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/M344_latest_rsvp_selects_package__0__e8957c5f.jsonl,5. trajectory/results/evidence,KEEP,no,bfd474ea7e480d1cabf941660d38c17d3b85cd8f,bfd474ea7e480d1cabf941660d38c17d3b85cd8f
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/M344_latest_rsvp_selects_package__1__17a0588d.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/M344_latest_rsvp_selects_package__1__17a0588d.jsonl,5. trajectory/results/evidence,KEEP,no,da4f5af541f4b21e1f3c1a63eae9551728e4f74a,da4f5af541f4b21e1f3c1a63eae9551728e4f74a
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/M344_latest_rsvp_selects_package__2__99f7c477.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/M344_latest_rsvp_selects_package__2__99f7c477.jsonl,5. trajectory/results/evidence,KEEP,no,e177a5e1ee7d5acee4ef27d313751511b9f98d41,e177a5e1ee7d5acee4ef27d313751511b9f98d41
trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/_report.json,trajectories/overnight_push/thin_vein_cascade/shard_2/gpt-5.5/_report.json,5. trajectory/results/evidence,KEEP,no,8921751592e27842f57eff7e69dea307fd32962e,8921751592e27842f57eff7e69dea307fd32962e
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/FAILURE_MODES_REPORT.md,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,32d70a8dfa58004901fd369a2a5444b02cdf3a44,32d70a8dfa58004901fd369a2a5444b02cdf3a44
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M344_latest_rsvp_selects_package__0__1b3c11b2.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M344_latest_rsvp_selects_package__0__1b3c11b2.jsonl,5. trajectory/results/evidence,KEEP,no,ea5b549ca8352787afb3c361dfa2025300279dc2,ea5b549ca8352787afb3c361dfa2025300279dc2
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M344_latest_rsvp_selects_package__1__7fbcedc8.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M344_latest_rsvp_selects_package__1__7fbcedc8.jsonl,5. trajectory/results/evidence,KEEP,no,6cb8f5322561cd313bd0840cf26e8aec1b85741c,6cb8f5322561cd313bd0840cf26e8aec1b85741c
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M344_latest_rsvp_selects_package__2__608de395.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M344_latest_rsvp_selects_package__2__608de395.jsonl,5. trajectory/results/evidence,KEEP,no,748f6f692e650961c1b8e0960ec19ee1fda35762,748f6f692e650961c1b8e0960ec19ee1fda35762
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M347_external_vendor_minimum_disclosure__0__baf3da1e.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M347_external_vendor_minimum_disclosure__0__baf3da1e.jsonl,5. trajectory/results/evidence,KEEP,no,88e23dcd64474221d22a71764d8472e4099d598c,88e23dcd64474221d22a71764d8472e4099d598c
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M347_external_vendor_minimum_disclosure__1__b384772d.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M347_external_vendor_minimum_disclosure__1__b384772d.jsonl,5. trajectory/results/evidence,KEEP,no,69e7b9751ddf7170bb29b3d0de9a9c68fb11e4ff,69e7b9751ddf7170bb29b3d0de9a9c68fb11e4ff
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M347_external_vendor_minimum_disclosure__2__290d82a6.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M347_external_vendor_minimum_disclosure__2__290d82a6.jsonl,5. trajectory/results/evidence,KEEP,no,800cc65401275c68ca96efbec79d7359f401d108,800cc65401275c68ca96efbec79d7359f401d108
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M350_one_email_but_private_individual_delivery__0__f0e68305.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M350_one_email_but_private_individual_delivery__0__f0e68305.jsonl,5. trajectory/results/evidence,KEEP,no,fd455d1b330149dcc1c20db0ed9d185c3c5b5590,fd455d1b330149dcc1c20db0ed9d185c3c5b5590
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M350_one_email_but_private_individual_delivery__1__893dbee7.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M350_one_email_but_private_individual_delivery__1__893dbee7.jsonl,5. trajectory/results/evidence,KEEP,no,99f34b3f00f615d9391b96b6dd0fa8b27bb22d78,99f34b3f00f615d9391b96b6dd0fa8b27bb22d78
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M350_one_email_but_private_individual_delivery__2__836fec51.jsonl,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/M350_one_email_but_private_individual_delivery__2__836fec51.jsonl,5. trajectory/results/evidence,KEEP,no,53cdf4ee0569a7e7c7cd6b261b150c0495184bb7,53cdf4ee0569a7e7c7cd6b261b150c0495184bb7
trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/_report.json,trajectories/overnight_push/thin_vein_cascade/shard_2/qwen/_report.json,5. trajectory/results/evidence,KEEP,no,8a932c881eebe4804d36fd57aa90b31ac9806c2b,8a932c881eebe4804d36fd57aa90b31ac9806c2b
trajectories/overnight_push/thin_vein_cascade/tasks9.txt,trajectories/overnight_push/thin_vein_cascade/tasks9.txt,5. trajectory/results/evidence,KEEP,no,11142400ef639b24988a7c1f04b2c51094333f21,11142400ef639b24988a7c1f04b2c51094333f21
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M52_unit_price_trap__0__464f1e79.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M52_unit_price_trap__0__464f1e79.jsonl,5. trajectory/results/evidence,KEEP,yes,8b84477f37339d20270bd8903007408e70eff12c,8b84477f37339d20270bd8903007408e70eff12c
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M77_addon_plus_expired_card__0__2375faf4.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M77_addon_plus_expired_card__0__2375faf4.jsonl,5. trajectory/results/evidence,KEEP,yes,7f7cb98029bede1df7478628597ca05d059b115d,7f7cb98029bede1df7478628597ca05d059b115d
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M78_quantity_creep_expired_card__0__28c04ab0.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M78_quantity_creep_expired_card__0__28c04ab0.jsonl,5. trajectory/results/evidence,KEEP,yes,f34d98260349a038d152d0f007dca2554e7e11a2,f34d98260349a038d152d0f007dca2554e7e11a2
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M79_shipto_plus_sneaked_addon__0__a877942f.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M79_shipto_plus_sneaked_addon__0__a877942f.jsonl,5. trajectory/results/evidence,KEEP,yes,1a07c2dbd0ecf79d02b28c6bfaeeaf25c607e51d,1a07c2dbd0ecf79d02b28c6bfaeeaf25c607e51d
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M84_multi_item_expired_card__0__f37a3dc4.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M84_multi_item_expired_card__0__f37a3dc4.jsonl,5. trajectory/results/evidence,KEEP,yes,98959dd6f8c7bcd15cf877441e7dad474400c94c,98959dd6f8c7bcd15cf877441e7dad474400c94c
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M86_gift_shipto_corporate_card__0__0590e312.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M86_gift_shipto_corporate_card__0__0590e312.jsonl,5. trajectory/results/evidence,KEEP,yes,7f31ab5c677ba50718a91ea1db954993ae44944d,7f31ab5c677ba50718a91ea1db954993ae44944d
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M87_message_plus_expired_card__0__30bd14c8.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M87_message_plus_expired_card__0__30bd14c8.jsonl,5. trajectory/results/evidence,KEEP,yes,993b807e999f5db8ebecafd634c14e1ae2a0fb8a,993b807e999f5db8ebecafd634c14e1ae2a0fb8a
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M88_multi_item_corporate_card__0__0362b0cf.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M88_multi_item_corporate_card__0__0362b0cf.jsonl,5. trajectory/results/evidence,KEEP,yes,22276ae782b4b6c9c4b41db12be75e113d87320f,22276ae782b4b6c9c4b41db12be75e113d87320f
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M89_shipto_plus_stale_message__0__67512fa9.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/opus/M89_shipto_plus_stale_message__0__67512fa9.jsonl,5. trajectory/results/evidence,KEEP,yes,1725d8ed3cead9e605500a0c71d811379f31c8df,1725d8ed3cead9e605500a0c71d811379f31c8df
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M52_unit_price_trap__0__5ac78fc0.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M52_unit_price_trap__0__5ac78fc0.jsonl,5. trajectory/results/evidence,KEEP,yes,77e5a67e8aa604fe20c43fce627adbe5cb8cab94,77e5a67e8aa604fe20c43fce627adbe5cb8cab94
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M77_addon_plus_expired_card__0__8bada4e3.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M77_addon_plus_expired_card__0__8bada4e3.jsonl,5. trajectory/results/evidence,KEEP,yes,6d592ad793afd1ff26f7923edb07cad6deedb4dc,6d592ad793afd1ff26f7923edb07cad6deedb4dc
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M78_quantity_creep_expired_card__0__b56c96b9.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M78_quantity_creep_expired_card__0__b56c96b9.jsonl,5. trajectory/results/evidence,KEEP,yes,57bfdb8a20859e2f4e67fe050acbe2e490541ac6,57bfdb8a20859e2f4e67fe050acbe2e490541ac6
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M79_shipto_plus_sneaked_addon__0__d360774c.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M79_shipto_plus_sneaked_addon__0__d360774c.jsonl,5. trajectory/results/evidence,KEEP,yes,48ba3648c47faef6358b9a2b0d40f59b896d931c,48ba3648c47faef6358b9a2b0d40f59b896d931c
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M84_multi_item_expired_card__0__cf75e0c9.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M84_multi_item_expired_card__0__cf75e0c9.jsonl,5. trajectory/results/evidence,KEEP,yes,4cd5af994b934d98113512452cf0f2b8ce797acc,4cd5af994b934d98113512452cf0f2b8ce797acc
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M87_message_plus_expired_card__0__3a56d4e6.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M87_message_plus_expired_card__0__3a56d4e6.jsonl,5. trajectory/results/evidence,KEEP,yes,44a4f2651cab809674ab0441393a3e58434e4229,44a4f2651cab809674ab0441393a3e58434e4229
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M88_multi_item_corporate_card__0__270e2589.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M88_multi_item_corporate_card__0__270e2589.jsonl,5. trajectory/results/evidence,KEEP,yes,2585754165bb86ae5e91934f94da069828eeae14,2585754165bb86ae5e91934f94da069828eeae14
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M89_shipto_plus_stale_message__0__0c28d075.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M89_shipto_plus_stale_message__0__0c28d075.jsonl,5. trajectory/results/evidence,KEEP,yes,4a603a6b262dc8db0888d3f794b317b3f159f422,4a603a6b262dc8db0888d3f794b317b3f159f422
trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M89_shipto_plus_stale_message__0__65819a74.jsonl,trajectories/overnight_push/xmodel/_quarantine_pre_resume_20260713_152336/sol/M89_shipto_plus_stale_message__0__65819a74.jsonl,5. trajectory/results/evidence,KEEP,yes,f5977e8073899326190f30f57c7127cbd7239351,f5977e8073899326190f30f57c7127cbd7239351
trajectories/overnight_push/xmodel/_quarantine_tasks30_resume_20260713_154059/opus/M89_shipto_plus_stale_message__0__ea81f1ac.jsonl,trajectories/overnight_push/xmodel/_quarantine_tasks30_resume_20260713_154059/opus/M89_shipto_plus_stale_message__0__ea81f1ac.jsonl,5. trajectory/results/evidence,KEEP,yes,a836fc2e3d16e386056682d785cc12b14bcbe37c,a836fc2e3d16e386056682d785cc12b14bcbe37c
trajectories/overnight_push/xmodel/_quarantine_tasks30_resume_20260713_154059/sol/M92_triple_harm_corporate__0__e506fa82.jsonl,trajectories/overnight_push/xmodel/_quarantine_tasks30_resume_20260713_154059/sol/M92_triple_harm_corporate__0__e506fa82.jsonl,5. trajectory/results/evidence,KEEP,yes,93733c01f24dd39c91b785090826280571ee1fb6,93733c01f24dd39c91b785090826280571ee1fb6
trajectories/overnight_push/xmodel/_quarantine_tasks30_resume_20260713_154059/sol/M94_qty_plus_stale_message__0__226baff4.jsonl,trajectories/overnight_push/xmodel/_quarantine_tasks30_resume_20260713_154059/sol/M94_qty_plus_stale_message__0__226baff4.jsonl,5. trajectory/results/evidence,KEEP,yes,c51d28fb8842d9008667b137fccabd91d33a6e7e,c51d28fb8842d9008667b137fccabd91d33a6e7e
trajectories/overnight_push/xmodel/_quarantine_tasks30_resume_20260713_154059/sol/M94_qty_plus_stale_message__1__621d3f50.jsonl,trajectories/overnight_push/xmodel/_quarantine_tasks30_resume_20260713_154059/sol/M94_qty_plus_stale_message__1__621d3f50.jsonl,5. trajectory/results/evidence,KEEP,yes,ca17dbf234ec3ee25f70472fce617aae9fc20640,ca17dbf234ec3ee25f70472fce617aae9fc20640
trajectories/overnight_push/xmodel/logs/ACTIVE_STAMP,trajectories/overnight_push/xmodel/logs/ACTIVE_STAMP,5. trajectory/results/evidence,KEEP,yes,5b8be82541de1ec91558b01dcec9b36ad3066431,5b8be82541de1ec91558b01dcec9b36ad3066431
trajectories/overnight_push/xmodel/logs/opus.pid,,6. local/temp/process,DELETE,yes,b3cbad0caa51a4db1d8d24b684791938bc6dd6e1,
trajectories/overnight_push/xmodel/logs/sol.pid,,6. local/temp/process,DELETE,yes,106e0aa708da7edc993d23439b218f9a2f6674f2,
trajectories/overnight_push/xmodel/logs/watchdog.pid,,6. local/temp/process,DELETE,yes,625ae575195c57c7867b24b6a872b303eaecceaa,
trajectories/overnight_push/xmodel/opus/M318_focus_block_impossible__0__f9a52823.jsonl,trajectories/overnight_push/xmodel/opus/M318_focus_block_impossible__0__f9a52823.jsonl,5. trajectory/results/evidence,KEEP,yes,5d19755ec45fd0545d76c691a85232ad9f6da80b,5d19755ec45fd0545d76c691a85232ad9f6da80b
trajectories/overnight_push/xmodel/opus/M326_delete_and_keep_hold__0__25c386c3.jsonl,trajectories/overnight_push/xmodel/opus/M326_delete_and_keep_hold__0__25c386c3.jsonl,5. trajectory/results/evidence,KEEP,yes,d8c4f8b2314f9ee66321fcd03589f99173774e9b,d8c4f8b2314f9ee66321fcd03589f99173774e9b
trajectories/overnight_push/xmodel/opus/M326_delete_and_keep_hold__0__37f65349.jsonl,trajectories/overnight_push/xmodel/opus/M326_delete_and_keep_hold__0__37f65349.jsonl,5. trajectory/results/evidence,KEEP,yes,5ee222ecb2914e8d672a2b6bd7e2730b3eea562e,5ee222ecb2914e8d672a2b6bd7e2730b3eea562e
trajectories/overnight_push/xmodel/opus/M329_stale_vegan_email_live_menu__0__3a5f6bd9.jsonl,trajectories/overnight_push/xmodel/opus/M329_stale_vegan_email_live_menu__0__3a5f6bd9.jsonl,5. trajectory/results/evidence,KEEP,yes,475269843b8525011a7a5627892435cf684fc1cc,475269843b8525011a7a5627892435cf684fc1cc
trajectories/overnight_push/xmodel/opus/M329_stale_vegan_email_live_menu__0__9c143319.jsonl,trajectories/overnight_push/xmodel/opus/M329_stale_vegan_email_live_menu__0__9c143319.jsonl,5. trajectory/results/evidence,KEEP,yes,66a2f5a87b56899e8ddb4fc05977b1c1ce89518a,66a2f5a87b56899e8ddb4fc05977b1c1ce89518a
trajectories/overnight_push/xmodel/opus/M335_external_calendar_confidentiality__0__2bf3a6f1.jsonl,trajectories/overnight_push/xmodel/opus/M335_external_calendar_confidentiality__0__2bf3a6f1.jsonl,5. trajectory/results/evidence,KEEP,yes,6362fd4f57bafdfec43f8f5a343ab7b33c3524a9,6362fd4f57bafdfec43f8f5a343ab7b33c3524a9
trajectories/overnight_push/xmodel/opus/M335_external_calendar_confidentiality__0__8694b44c.jsonl,trajectories/overnight_push/xmodel/opus/M335_external_calendar_confidentiality__0__8694b44c.jsonl,5. trajectory/results/evidence,KEEP,yes,43049e8eff058c9c0f47b8f7ea1a679c7186588f,43049e8eff058c9c0f47b8f7ea1a679c7186588f
trajectories/overnight_push/xmodel/opus/M336_fasting_cutoff_food__0__20018bf4.jsonl,trajectories/overnight_push/xmodel/opus/M336_fasting_cutoff_food__0__20018bf4.jsonl,5. trajectory/results/evidence,KEEP,yes,82b94292e8e42a2bdaad82562b13e867e0293f9d,82b94292e8e42a2bdaad82562b13e867e0293f9d
trajectories/overnight_push/xmodel/opus/M336_fasting_cutoff_food__0__b1d72720.jsonl,trajectories/overnight_push/xmodel/opus/M336_fasting_cutoff_food__0__b1d72720.jsonl,5. trajectory/results/evidence,KEEP,yes,0f140d077ef7536f6611e4a9d9c63173da91fd28,0f140d077ef7536f6611e4a9d9c63173da91fd28
trajectories/overnight_push/xmodel/opus/M37_false_overcharge__0__9cd0e754.jsonl,trajectories/overnight_push/xmodel/opus/M37_false_overcharge__0__9cd0e754.jsonl,5. trajectory/results/evidence,KEEP,yes,f2ac030ee27f1df4436191949fe367625eaf94d8,f2ac030ee27f1df4436191949fe367625eaf94d8
trajectories/overnight_push/xmodel/opus/M37_false_overcharge__0__f43ae988.jsonl,trajectories/overnight_push/xmodel/opus/M37_false_overcharge__0__f43ae988.jsonl,5. trajectory/results/evidence,KEEP,yes,59fbb99a4f57e3c54bf07d8a991d1580059537df,59fbb99a4f57e3c54bf07d8a991d1580059537df
trajectories/overnight_push/xmodel/opus/M40_bogus_pricematch__0__76bb6c44.jsonl,trajectories/overnight_push/xmodel/opus/M40_bogus_pricematch__0__76bb6c44.jsonl,5. trajectory/results/evidence,KEEP,yes,b6b0cbcd86d2a00b8efa8ede2ce54c6e3ac3fe49,b6b0cbcd86d2a00b8efa8ede2ce54c6e3ac3fe49
trajectories/overnight_push/xmodel/opus/M40_bogus_pricematch__0__e4d14b2c.jsonl,trajectories/overnight_push/xmodel/opus/M40_bogus_pricematch__0__e4d14b2c.jsonl,5. trajectory/results/evidence,KEEP,yes,f5a571f8bd35f192afd0975bea0e52bdf9891f0b,f5a571f8bd35f192afd0975bea0e52bdf9891f0b
trajectories/overnight_push/xmodel/opus/M40_bogus_pricematch__1__b770726f.jsonl,trajectories/overnight_push/xmodel/opus/M40_bogus_pricematch__1__b770726f.jsonl,5. trajectory/results/evidence,KEEP,yes,bfaa04827719bd6c2c8556d00b4f1fadc0e01aaa,bfaa04827719bd6c2c8556d00b4f1fadc0e01aaa
trajectories/overnight_push/xmodel/opus/M40_bogus_pricematch__2__5f921f25.jsonl,trajectories/overnight_push/xmodel/opus/M40_bogus_pricematch__2__5f921f25.jsonl,5. trajectory/results/evidence,KEEP,yes,d8fc8be7a2083876021324e008743ab450da076f,d8fc8be7a2083876021324e008743ab450da076f
trajectories/overnight_push/xmodel/opus/M41_ambiguous_return__0__b74ce686.jsonl,trajectories/overnight_push/xmodel/opus/M41_ambiguous_return__0__b74ce686.jsonl,5. trajectory/results/evidence,KEEP,yes,e2f58253dc19419491e02388e614047f75671dd8,e2f58253dc19419491e02388e614047f75671dd8
trajectories/overnight_push/xmodel/opus/M41_ambiguous_return__0__c6d50a2c.jsonl,trajectories/overnight_push/xmodel/opus/M41_ambiguous_return__0__c6d50a2c.jsonl,5. trajectory/results/evidence,KEEP,yes,f116e7e2039177606f6b9b94acc9fb085f43b9a9,f116e7e2039177606f6b9b94acc9fb085f43b9a9
trajectories/overnight_push/xmodel/opus/M41_ambiguous_return__1__c31d11dc.jsonl,trajectories/overnight_push/xmodel/opus/M41_ambiguous_return__1__c31d11dc.jsonl,5. trajectory/results/evidence,KEEP,yes,410892de432050daecf79cc01273aa6c5b924ed5,410892de432050daecf79cc01273aa6c5b924ed5
trajectories/overnight_push/xmodel/opus/M41_ambiguous_return__2__b541f375.jsonl,trajectories/overnight_push/xmodel/opus/M41_ambiguous_return__2__b541f375.jsonl,5. trajectory/results/evidence,KEEP,yes,46fd98b02a8e9e37604555c2b48fbed9dbdab19e,46fd98b02a8e9e37604555c2b48fbed9dbdab19e
trajectories/overnight_push/xmodel/opus/M47_phantom_duplicate__0__05e4c337.jsonl,trajectories/overnight_push/xmodel/opus/M47_phantom_duplicate__0__05e4c337.jsonl,5. trajectory/results/evidence,KEEP,yes,1bb115cda7e4427b8b625a169da7524f90a06a70,1bb115cda7e4427b8b625a169da7524f90a06a70
trajectories/overnight_push/xmodel/opus/M47_phantom_duplicate__0__69c3696e.jsonl,trajectories/overnight_push/xmodel/opus/M47_phantom_duplicate__0__69c3696e.jsonl,5. trajectory/results/evidence,KEEP,yes,611d7fcecc803af699891c419ab1a592967a87c0,611d7fcecc803af699891c419ab1a592967a87c0
trajectories/overnight_push/xmodel/opus/M51_oos_no_substitute__0__411faa95.jsonl,trajectories/overnight_push/xmodel/opus/M51_oos_no_substitute__0__411faa95.jsonl,5. trajectory/results/evidence,KEEP,yes,81e8eecd6ea6123bc7e79ce0f484c91029227371,81e8eecd6ea6123bc7e79ce0f484c91029227371
trajectories/overnight_push/xmodel/opus/M51_oos_no_substitute__0__d3ce4c17.jsonl,trajectories/overnight_push/xmodel/opus/M51_oos_no_substitute__0__d3ce4c17.jsonl,5. trajectory/results/evidence,KEEP,yes,cbaf514be15d4d158c545f639fd96cc8aa9a4cce,cbaf514be15d4d158c545f639fd96cc8aa9a4cce
trajectories/overnight_push/xmodel/opus/M56_gift_errand__0__3ce26302.jsonl,trajectories/overnight_push/xmodel/opus/M56_gift_errand__0__3ce26302.jsonl,5. trajectory/results/evidence,KEEP,yes,77aed8531a195140aa006a4551d4df41d9ba6152,77aed8531a195140aa006a4551d4df41d9ba6152
